VehicleID,Manufacturer,Model,Description,Engine CC,Transmission,Fuel Type,Power (kw),Vehicle Load Length,Vehicle Gross Weight,Vehicle Gross Train Weight,Vehicle Type,Urban MPG,Extra Urban MPG,Combined MPG,Urban Litres,Extra Urban Litres,Combined Litres,CO2,Euro Standard,Alternative Fuel,Petrol Variant,Diesel Variant,Last Update
4527,Iveco,"Daily","35C12V  E4   17.2",2300,Manual,Diesel,85,4.6,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4603,Iveco,"Daily","35C12V  E4   15.6",2300,Automatic,Diesel,85,4.6,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4525,Iveco,"Daily","35C12V  E4   15.6",2300,Manual,Diesel,85,4.6,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4604,Iveco,"Daily","35C12V  E4   13.2",2300,Automatic,Diesel,85,3.5,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4526,Iveco,"Daily","35C12V  E4   13.2",2300,Manual,Diesel,85,3.5,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4602,Iveco,"Daily","35C12V  E4   12",2300,Automatic,Diesel,85,3.5,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4524,Iveco,"Daily","35C12V  E4   12",2300,Manual,Diesel,85,3.5,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4601,Iveco,"Daily","35C12V  E4   10",2300,Automatic,Diesel,85,3.0,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4523,Iveco,"Daily","35C12V  E4   10",2300,Manual,Diesel,85,3.0,3500,7000,Large Van,33.9,35.7,35.1,8.3,7.9,8.1,213,4,False,False,True,10/4/2011 4:32:18 PM
4592,Iveco,"Daily","35C11V  E4   9",2300,Automatic,Diesel,85,2.6,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4514,Iveco,"Daily","35C11V  E4   9",2300,Manual,Diesel,85,2.6,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4590,Iveco,"Daily","35C11V  E4   7.3",2300,Automatic,Diesel,85,2.6,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4512,Iveco,"Daily","35C11V  E4   7.3",2300,Manual,Diesel,85,2.6,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4597,Iveco,"Daily","35C11V  E4   17.2",2300,Automatic,Diesel,85,4.6,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4519,Iveco,"Daily","35C11V  E4   17.2",2300,Manual,Diesel,85,4.6,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4595,Iveco,"Daily","35C11V  E4   15.6",2300,Automatic,Diesel,85,4.6,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4517,Iveco,"Daily","35C11V  E4   15.6",2300,Manual,Diesel,85,4.6,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4596,Iveco,"Daily","35C11V  E4   13.2",2300,Automatic,Diesel,85,3.5,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4518,Iveco,"Daily","35C11V  E4   13.2",2300,Manual,Diesel,85,3.5,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4594,Iveco,"Daily","35C11V  E4   12",2300,Automatic,Diesel,85,3.5,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4516,Iveco,"Daily","35C11V  E4   12",2300,Manual,Diesel,85,3.5,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4593,Iveco,"Daily","35C11V  E4   10",2300,Automatic,Diesel,85,3.0,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4515,Iveco,"Daily","35C11V  E4   10",2300,Manual,Diesel,85,3.0,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
4591,Iveco,"Daily","35C11.V  E4   8.3",2300,Automatic,Diesel,85,3.0,3500,7000,Large Van,28.3,34.5,28.7,10.0,8.2,9.8,233,4,False,False,True,10/4/2011 4:32:18 PM
4513,Iveco,"Daily","35C11.V  E4   8.3",2300,Manual,Diesel,85,3.0,3500,7000,Large Van,30.9,34.6,33.1,9.1,8.2,8.5,224,4,False,False,True,10/4/2011 4:32:18 PM
2737,Land Rover,"Discovery 4","Commercial",2993,Automatic,Diesel,183,1.7,3200,6700,4x4,32.5,37.2,35.3,8.7,7.6,8.0,213,5,False,False,True,12/16/2014 7:32:36 AM
2738,Land Rover,"Discovery 4","Commercial",2993,Automatic,Diesel,155,1.7,3200,6700,4x4,32.9,38.7,36.2,8.6,7.3,7.8,207,5,False,False,True,12/16/2014 7:39:53 AM
5343,Land Rover,"Discovery 4","Commercial",2993,Automatic,Diesel,188,1.7,3200,6700,4x4,32.5,37.2,35.3,8.7,7.6,8.0,213,5,False,False,True,12/16/2014 7:41:47 AM
5339,Land Rover,"Defender 90","Station Wagon",2198,Manual,Diesel,90,1.1,2400,5900,4x4,24.1,30.1,27.7,11.7,9.4,10.2,269,5,False,False,True,11/21/2012 2:32:48 PM
5340,Land Rover,"Defender 90","Station Wagon",2198,Manual,Diesel,90,1.1,2550,6050,4x4,24.1,30.1,27.7,11.7,9.4,10.2,269,5,False,False,True,11/21/2012 2:46:02 PM
2712,Land Rover,"Defender 90","Soft Top",2198,Manual,Diesel,90,1.1,2400,5900,4x4,24.6,31.0,28.3,11.5,9.1,10.0,266,5,False,False,True,11/21/2012 2:30:26 PM
2713,Land Rover,"Defender 90","Soft Top",2198,Manual,Diesel,90,1.1,2550,6050,4x4,24.6,31.0,28.3,11.5,9.1,10.0,266,5,False,False,True,11/21/2012 2:31:31 PM
2714,Land Rover,"Defender 90","Pick Up",2198,Manual,Diesel,90,1.1,2400,5900,4x4,24.6,31.0,28.3,11.5,9.1,10.0,266,5,False,False,True,11/21/2012 2:39:06 PM
2715,Land Rover,"Defender 90","Pick Up",2198,Manual,Diesel,90,1.1,2550,6050,4x4,24.6,31.0,28.3,11.5,9.1,10.0,266,5,False,False,True,11/21/2012 2:40:22 PM
2716,Land Rover,"Defender 90","Hard Top",2198,Manual,Diesel,90,1.1,2400,5900,4x4,24.6,31.0,28.3,11.5,9.1,10.0,266,5,False,False,True,11/21/2012 2:41:43 PM
2717,Land Rover,"Defender 90","Hard Top",2198,Manual,Diesel,90,1.1,2550,6050,4x4,24.6,31.0,28.3,11.5,9.1,10.0,266,5,False,False,True,11/21/2012 2:42:47 PM
2732,Land Rover,"Defender 130","Crew Cab Pick Up",2198,Manual,Diesel,90,1.7,3500,7000,Pickup;4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:28:12 PM
2734,Land Rover,"Defender 130","Crew Cab Chassis",2198,Manual,Diesel,90,0.0,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:33:48 PM
2733,Land Rover,"Defender 130","Chassis Cab - Single",2198,Manual,Diesel,90,0.0,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:32:54 PM
2728,Land Rover,"Defender 110","Station Wagon",2198,Manual,Diesel,90,1.3,3050,6550,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:18:25 PM
2729,Land Rover,"Defender 110","Station Wagon",2198,Manual,Diesel,90,1.3,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:20:38 PM
2718,Land Rover,"Defender 110","Soft Top",2198,Manual,Diesel,90,1.9,3050,6550,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:40:26 PM
2719,Land Rover,"Defender 110","Soft Top",2198,Manual,Diesel,90,1.9,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:41:10 PM
2720,Land Rover,"Defender 110","Pick Up",2198,Manual,Diesel,90,1.9,3050,6550,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:52:15 PM
2721,Land Rover,"Defender 110","Pick Up",2198,Manual,Diesel,90,1.9,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:53:41 PM
2724,Land Rover,"Defender 110","High Capacity Pick Up",2198,Manual,Diesel,90,2.0,3050,6550,Pickup,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:01:34 PM
2725,Land Rover,"Defender 110","High Capacity Pick Up",2198,Manual,Diesel,90,2.0,3500,7000,Pickup;4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:11:54 PM
2722,Land Rover,"Defender 110","Hard Top",2198,Manual,Diesel,90,1.9,3050,6550,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:56:08 PM
2723,Land Rover,"Defender 110","Hard Top",2198,Manual,Diesel,90,1.9,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 3:57:19 PM
2726,Land Rover,"Defender 110","Crew Cab Pick Up",2198,Manual,Diesel,90,1.0,3050,6550,Pickup,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:14:27 PM
2727,Land Rover,"Defender 110","Crew Cab Pick Up",2198,Manual,Diesel,90,1.0,3500,7000,Pickup,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:16:54 PM
2730,Land Rover,"Defender 110","Chassis Cab",2198,Manual,Diesel,90,0.0,3050,6550,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:22:16 PM
2731,Land Rover,"Defender 110","Chassis Cab",2198,Manual,Diesel,90,0.0,3500,7000,4x4,20.8,29.1,25.4,13.6,9.7,11.1,295,5,False,False,True,11/21/2012 4:23:02 PM
289,LDV,"MAXUS","Crew Van 3.5t LWB XHR 95PS",2500,Manual,Diesel,70,2.6,3500,5500,Large Van,26.2,34.4,30.7,10.8,8.2,9.2,240,4,False,False,True,6/3/2009 1:13:52 PM
291,LDV,"MAXUS","Crew Van 3.5t LWB XHR 135PS",2500,Manual,Diesel,99,2.6,3500,5500,Large Van,26.2,34.4,30.7,10.8,8.2,9.2,240,4,False,False,True,6/3/2009 1:13:25 PM
290,LDV,"MAXUS","Crew Van 3.5t LWB XHR 120PS",2500,Manual,Diesel,88,2.6,3500,5500,Large Van,26.2,34.4,30.7,10.8,8.2,9.2,240,4,False,False,True,6/3/2009 1:13:04 PM
286,LDV,"MAXUS","3.5t LWB XHR 95PS",2500,Manual,Diesel,70,3.4,3500,5500,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:15:35 PM
288,LDV,"MAXUS","3.5t LWB XHR 135PS",2500,Manual,Diesel,99,3.4,3500,5500,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:14:24 PM
287,LDV,"MAXUS","3.5t LWB XHR 120PS",2500,Manual,Diesel,88,3.4,3500,5500,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:15:09 PM
283,LDV,"MAXUS","3.5t LWB HR 95PS",2500,Manual,Diesel,70,3.4,3500,5500,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:16:37 PM
285,LDV,"MAXUS","3.5t LWB HR 135PS",2500,Manual,Diesel,99,3.4,3500,5500,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:15:56 PM
284,LDV,"MAXUS","3.5t LWB HR 120PS",2500,Manual,Diesel,88,3.4,3500,5500,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:16:17 PM
271,LDV,"MAXUS","3.2t SWB SR 95PS",2500,Manual,Diesel,70,2.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:21:34 PM
273,LDV,"MAXUS","3.2t SWB SR 135PS",2500,Manual,Diesel,99,2.6,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:19:51 PM
272,LDV,"MAXUS","3.2t SWB SR 120PS",2500,Manual,Diesel,88,2.6,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:20:12 PM
274,LDV,"MAXUS","3.2t SWB HR 95PS",2500,Manual,Diesel,70,2.6,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:19:19 PM
276,LDV,"MAXUS","3.2t SWB HR 135PS",2500,Manual,Diesel,99,2.6,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:18:38 PM
275,LDV,"MAXUS","3.2t SWB HR 120PS",2500,Manual,Diesel,88,2.6,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:19:00 PM
280,LDV,"MAXUS","3.2t LWB XHR 95PS",2500,Manual,Diesel,70,3.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:17:28 PM
282,LDV,"MAXUS","3.2t LWB XHR 135PS",2500,Manual,Diesel,99,3.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:16:56 PM
281,LDV,"MAXUS","3.2t LWB XHR 120PS",2500,Manual,Diesel,88,3.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:17:14 PM
277,LDV,"MAXUS","3.2t LWB HR 95PS",2500,Manual,Diesel,70,3.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:18:21 PM
279,LDV,"MAXUS","3.2t LWB HR 135PS",2500,Manual,Diesel,99,3.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:17:46 PM
278,LDV,"MAXUS","3.2t LWB HR 120PS",2500,Manual,Diesel,88,3.4,3200,5200,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:18:04 PM
259,LDV,"MAXUS","2.8t SWB SR 95PS",2500,Manual,Diesel,70,2.6,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:09:51 PM
261,LDV,"MAXUS","2.8t SWB SR 135PS",2500,Manual,Diesel,99,2.6,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:10:20 PM
260,LDV,"MAXUS","2.8t SWB SR 120PS",2500,Manual,Diesel,88,2.6,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:10:06 PM
262,LDV,"MAXUS","2.8t SWB HR 95PS",2500,Manual,Diesel,70,2.6,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:10:36 PM
264,LDV,"MAXUS","2.8t SWB HR 135PS",2500,Manual,Diesel,99,2.6,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:11:10 PM
263,LDV,"MAXUS","2.8t SWB HR 120PS",2500,Manual,Diesel,88,2.6,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:10:52 PM
268,LDV,"MAXUS","2.8t LWB XHR 95PS",2500,Manual,Diesel,70,3.4,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:20:33 PM
270,LDV,"MAXUS","2.8t LWB XHR 135PS",2500,Manual,Diesel,99,3.4,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:21:07 PM
269,LDV,"MAXUS","2.8t LWB XHR 120PS",2500,Manual,Diesel,88,3.4,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:20:50 PM
265,LDV,"MAXUS","2.8t LWB HR 95PS",2500,Manual,Diesel,70,3.4,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:11:28 PM
267,LDV,"MAXUS","2.8t LWB HR 135PS",2500,Manual,Diesel,99,3.4,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:14:46 PM
266,LDV,"MAXUS","2.8t LWB HR 120PS",2500,Manual,Diesel,88,3.4,2800,4800,Large Van,27.7,35.8,32.1,10.2,7.9,8.8,230,4,False,False,True,6/3/2009 1:11:46 PM
3417,Mercedes Benz,"Vito","120CDI",2987,Automatic,Diesel,150,2.4,2770,4770,Large Van,23.7,37.7,30.7,11.9,7.5,9.2,244,4,False,False,True,6/2/2009 12:22:41 PM
3421,Mercedes Benz,"Vito","120CDI",2987,Automatic,Diesel,150,2.7,2770,4770,Large Van,23.7,37.7,30.7,11.9,7.5,9.2,244,4,False,False,True,6/2/2009 12:22:41 PM
3425,Mercedes Benz,"Vito","120CDI",2987,Automatic,Diesel,150,2.9,2770,4770,Large Van,23.7,37.7,30.7,11.9,7.5,9.2,244,4,False,False,True,6/2/2009 12:22:41 PM
3416,Mercedes Benz,"Vito","115CDI",2148,Manual,Diesel,110,2.4,2770,4270,Large Van,26.9,42.2,34.9,10.5,6.7,8.1,215,4,False,False,True,6/2/2009 12:22:41 PM
3420,Mercedes Benz,"Vito","115CDI",2148,Manual,Diesel,110,2.7,2770,4270,Large Van,26.9,42.2,34.9,10.5,6.7,8.1,215,4,False,False,True,6/2/2009 12:22:41 PM
3424,Mercedes Benz,"Vito","115CDI",2148,Manual,Diesel,110,2.9,2770,4270,Large Van,26.9,42.2,34.9,10.5,6.7,8.1,215,4,False,False,True,6/2/2009 12:22:41 PM
3415,Mercedes Benz,"Vito","111CDI",2148,Manual,Diesel,85,2.4,2770,4270,Large Van,26.9,42.2,34.9,10.5,6.7,8.1,215,4,False,False,True,6/2/2009 12:22:40 PM
3419,Mercedes Benz,"Vito","111CDI",2148,Manual,Diesel,85,2.7,2770,4270,Large Van,26.9,42.2,34.9,10.5,6.7,8.1,215,4,False,False,True,6/2/2009 12:22:41 PM
3423,Mercedes Benz,"Vito","111CDI",2148,Manual,Diesel,85,2.9,2770,4270,Large Van,26.9,42.2,34.9,10.5,6.7,8.1,215,4,False,False,True,6/2/2009 12:22:41 PM
3414,Mercedes Benz,"Vito","109CDI",2148,Manual,Diesel,70,2.4,2770,4600,Large Van,24.1,38.7,31.7,11.7,7.3,8.9,237,4,False,False,True,6/2/2009 12:22:40 PM
3418,Mercedes Benz,"Vito","109CDI",2148,Manual,Diesel,70,2.7,2770,4600,Large Van,24.1,38.7,31.7,11.7,7.3,8.9,237,4,False,False,True,6/2/2009 12:22:41 PM
3422,Mercedes Benz,"Vito","109CDI",2148,Manual,Diesel,70,2.9,2770,4600,Large Van,24.1,38.7,31.7,11.7,7.3,8.9,237,4,False,False,True,6/2/2009 12:22:41 PM
3399,Mercedes Benz,"Sprinter","319CDI",2987,Manual,Diesel,140,2.6,3500,5500,Large Van,20.8,34.9,28.3,13.6,8.1,10.0,264,5,False,False,True,6/2/2009 12:20:58 PM
3403,Mercedes Benz,"Sprinter","319CDI",2987,Manual,Diesel,140,3.3,3500,5500,Large Van,20.8,34.9,28.3,13.6,8.1,10.0,264,5,False,False,True,6/2/2009 12:20:58 PM
3408,Mercedes Benz,"Sprinter","319CDI",2987,Manual,Diesel,140,4.3,3500,5500,Large Van,20.8,34.9,28.3,13.6,8.1,10.0,264,5,False,False,True,6/2/2009 12:20:58 PM
3413,Mercedes Benz,"Sprinter","319CDI",2987,Manual,Diesel,140,4.7,3500,5500,Large Van,20.8,34.9,28.3,13.6,8.1,10.0,264,5,False,False,True,6/2/2009 12:20:58 PM
3404,Mercedes Benz,"Sprinter","316NGT",1796,Manual,CNG,115,3.3,3500,5500,Large Van,14.0,25.5,19.5,20.2,11.1,14.5,260,5,True,False,False,6/2/2009 12:20:58 PM
3409,Mercedes Benz,"Sprinter","316NGT",1796,Manual,CNG,115,4.3,3500,5500,Large Van,14.0,25.5,19.5,20.2,11.1,14.5,260,5,True,False,False,6/2/2009 12:20:58 PM
3398,Mercedes Benz,"Sprinter","316CDI",2143,Manual,Diesel,120,2.6,3500,5500,Large Van,28.3,39.8,34.9,10.0,7.1,8.1,214,5,False,False,True,6/2/2009 12:20:58 PM
3402,Mercedes Benz,"Sprinter","316CDI",2143,Manual,Diesel,120,3.3,3500,5500,Large Van,28.3,39.8,34.9,10.0,7.1,8.1,214,5,False,False,True,6/2/2009 12:20:58 PM
3407,Mercedes Benz,"Sprinter","316CDI",2143,Manual,Diesel,120,4.3,3500,5500,Large Van,28.3,39.8,34.9,10.0,7.1,8.1,214,5,False,False,True,6/2/2009 12:20:58 PM
3412,Mercedes Benz,"Sprinter","316CDI",2143,Manual,Diesel,120,4.7,3500,5500,Large Van,28.3,39.8,34.9,10.0,7.1,8.1,214,5,False,False,True,6/2/2009 12:20:58 PM
3397,Mercedes Benz,"Sprinter","313CDI",2143,Manual,Diesel,95,2.6,3500,5500,Large Van,26.9,38.7,33.6,10.5,7.3,8.4,222,5,False,False,True,6/2/2009 12:20:58 PM
3401,Mercedes Benz,"Sprinter","313CDI",2143,Manual,Diesel,95,3.3,3500,5500,Large Van,26.9,38.7,33.6,10.5,7.3,8.4,222,5,False,False,True,6/2/2009 12:20:58 PM
3406,Mercedes Benz,"Sprinter","313CDI",2143,Manual,Diesel,95,4.3,3500,5500,Large Van,26.9,38.7,33.6,10.5,7.3,8.4,222,5,False,False,True,6/2/2009 12:20:58 PM
3411,Mercedes Benz,"Sprinter","313CDI",2143,Manual,Diesel,95,4.7,3500,5500,Large Van,26.9,38.7,33.6,10.5,7.3,8.4,222,5,False,False,True,6/2/2009 12:20:58 PM
3396,Mercedes Benz,"Sprinter","310CDI",2143,Manual,Diesel,70,2.6,3500,5500,Large Van,24.4,36.7,31.0,11.6,7.7,9.1,240,5,False,False,True,6/2/2009 12:20:58 PM
3400,Mercedes Benz,"Sprinter","310CDI",2143,Manual,Diesel,70,3.3,3500,5500,Large Van,24.4,36.7,31.0,11.6,7.7,9.1,240,5,False,False,True,6/2/2009 12:20:58 PM
3405,Mercedes Benz,"Sprinter","310CDI",2143,Manual,Diesel,70,4.3,3500,5500,Large Van,24.4,36.7,31.0,11.6,7.7,9.1,240,5,False,False,True,6/2/2009 12:20:58 PM
3410,Mercedes Benz,"Sprinter","310CDI",2143,Manual,Diesel,70,4.7,3500,5500,Large Van,24.4,36.7,31.0,11.6,7.7,9.1,240,5,False,False,True,6/2/2009 12:20:58 PM
3391,Mercedes Benz,"Sprinter","219CDI",2987,Manual,Diesel,140,2.6,3000,5000,Large Van,20.8,34.9,28.3,13.6,8.1,10.0,264,5,False,False,True,6/2/2009 12:20:58 PM
3395,Mercedes Benz,"Sprinter","219CDI",2987,Manual,Diesel,140,3.3,3000,5000,Large Van,20.8,34.9,28.3,13.6,8.1,10.0,264,5,False,False,True,6/2/2009 12:20:58 PM
3390,Mercedes Benz,"Sprinter","216CDI",2143,Manual,Diesel,120,2.6,3000,5000,Large Van,28.3,39.8,34.9,10.0,7.1,8.1,214,5,False,False,True,6/2/2009 12:20:58 PM
3394,Mercedes Benz,"Sprinter","216CDI",2143,Manual,Diesel,120,3.3,3000,5000,Large Van,28.3,39.8,34.9,10.0,7.1,8.1,214,5,False,False,True,6/2/2009 12:20:58 PM
3389,Mercedes Benz,"Sprinter","213CDI",2143,Manual,Diesel,95,2.6,3000,5000,Large Van,26.9,38.7,33.6,10.5,7.3,8.4,222,5,False,False,True,6/2/2009 12:20:58 PM
3393,Mercedes Benz,"Sprinter","213CDI",2143,Manual,Diesel,95,3.3,3000,5000,Large Van,26.9,38.7,33.6,10.5,7.3,8.4,222,5,False,False,True,6/2/2009 12:20:58 PM
3388,Mercedes Benz,"Sprinter","210CDI",2143,Manual,Diesel,70,2.6,3000,5000,Large Van,24.4,36.7,31.0,11.6,7.7,9.1,240,5,False,False,True,6/2/2009 12:20:58 PM
3392,Mercedes Benz,"Sprinter","210CDI",2143,Manual,Diesel,70,3.3,3000,5000,Large Van,24.4,36.7,31.0,11.6,7.7,9.1,240,5,False,False,True,6/2/2009 12:20:58 PM
3429,Mitsubishi,"Shogun","SWB Warrior Commercial",3200,Automatic,Diesel,147,1.3,2665,5465,4x4,28.2,39.2,34.4,10.0,7.2,8.2,216,5,False,False,True,12/3/2014 11:41:19 AM
3428,Mitsubishi,"Shogun","SWB SG2 Commercial",3200,Automatic,Diesel,147,1.2,2665,5465,4x4,28.0,37.7,33.2,10.1,7.5,8.5,216,5,False,False,True,12/3/2014 11:40:28 AM
3427,Mitsubishi,"Shogun","SWB SG2 Commercial",3200,Manual,Diesel,147,1.2,2665,5465,4x4,29.7,40.9,36.2,9.5,6.9,7.8,207,5,False,False,True,12/3/2014 11:39:29 AM
4456,Mitsubishi,"Shogun","Shogun Warrior Commercial ",3200,Manual,Diesel,147,1.3,2665,5465,4x4,29.7,40.9,36.2,9.5,6.9,7.8,207,5,False,False,True,12/3/2014 11:41:47 AM
5904,Mitsubishi,"Shogun","Barbarian Commercial",3200,Automatic,Diesel,147,1.3,3030,5465,4x4,28.0,37.7,33.2,10.1,7.5,8.5,224,5,False,False,True,12/3/2014 11:42:29 AM
5903,Mitsubishi,"Shogun","Barbarian Commercial",3200,Manual,Diesel,147,1.3,2665,5465,4x4,29.7,40.9,36.2,9.5,6.9,7.8,207,5,False,False,True,12/3/2014 11:42:09 AM
6476,Mitsubishi,"Outlander PHEV 4Work","GX4hs 4Work",1998,Automatic,Electricity / Petrol,89,1.7,2310,3890,4x4,0.0,0.0,148.0,0.0,0.0,1.9,44,5,True,False,False,9/17/2015 2:02:14 PM
6475,Mitsubishi,"Outlander PHEV 4Work","GX4h 4Work",1998,Automatic,Electricity / Petrol,89,1.7,2310,3890,4x4,0.0,0.0,148.0,0.0,0.0,1.9,44,5,True,False,False,9/17/2015 2:00:44 PM
