VehicleID,Manufacturer,Model,Description,Engine CC,Transmission,Fuel Type,Power (kw),Vehicle Load Length,Vehicle Gross Weight,Vehicle Gross Train Weight,Vehicle Type,Urban MPG,Extra Urban MPG,Combined MPG,Urban Litres,Extra Urban Litres,Combined Litres,CO2,Euro Standard,Alternative Fuel,Petrol Variant,Diesel Variant,Last Update
6715,Ford,"All-New Transit Courier","1.5 Duratorq TDCi (95PS) with Auto Stop/Start",1499,Manual,Diesel,70,1.6,1795,2295,Small Van,64.2,80.7,74.3,4.4,3.5,3.8,99,6,False,False,True,9/21/2016 11:08:42 AM
6714,Ford,"All-New Transit Courier","1.5 Duratorq TDCi (95PS)",1499,Manual,Diesel,70,1.6,1795,2295,Small Van,60.1,78.5,70.6,4.7,3.6,4.0,104,6,False,False,True,9/21/2016 11:03:47 AM
6713,Ford,"All-New Transit Courier","1.5 Duratorq TDCi (75PS) with Auto Stop/Start",1499,Manual,Diesel,55,1.6,1795,2295,Small Van,64.2,80.7,74.3,4.4,3.5,3.8,99,6,False,False,True,9/21/2016 10:59:55 AM
6712,Ford,"All-New Transit Courier","1.5 Duratorq TDCi (75PS)",1499,Manual,Diesel,55,1.6,1795,2295,Small Van,60.1,78.5,70.6,4.7,3.6,4.0,104,6,False,False,True,9/20/2016 1:50:51 PM
6473,Ford,"All-New Transit Courier","1.0 EcoBoost (100PS) With Auto Stop/Start",998,Manual,Petrol,75,1.6,1765,2675,Small Van,46.3,61.4,55.4,6.1,4.6,5.1,115,6,False,True,False,9/20/2016 1:51:47 PM
6472,Ford,"All-New Transit Courier","1.0 EcoBoost (100PS)",998,Manual,Petrol,75,1.6,1765,2675,Small Van,42.2,61.4,53.3,6.7,4.6,5.3,120,6,False,True,False,7/6/2015 10:47:20 AM
6491,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.6 Duratorq TDCi (95PS) - with Stop-Start",1560,Manual,Diesel,70,2.2,2395,3195,Medium Van,56.5,65.7,61.4,5.0,4.3,4.6,119,5,False,False,True,2/5/2016 12:42:08 PM
6490,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.6 Duratorq TDCi (95PS) ",1560,Manual,Diesel,70,2.2,2395,3195,Medium Van,51.4,62.8,57.7,5.5,4.5,4.9,128,5,False,False,True,2/5/2016 12:36:40 PM
6492,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.6 Duratorq TDCi",1560,Manual,Diesel,85,2.2,2405,3205,Medium Van,49.6,64.2,57.7,5.7,4.4,4.9,128,5,False,False,True,2/5/2016 12:45:12 PM
6544,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.5 Duratorq TDCi (120PS) - With Stop-Start",1499,Automatic,Diesel,88,2.2,2335,2985,Medium Van,52.3,60.1,56.5,5.4,4.7,5.0,129,6,False,False,True,3/31/2016 10:03:19 PM
6543,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.5 Duratorq TDCi (120PS) - With Stop-Start",1499,Manual,Diesel,88,2.2,2405,2960,Medium Van,57.7,64.2,61.4,4.9,4.4,4.6,119,6,False,False,True,3/31/2016 10:00:48 PM
6542,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.5 Duratorq TDCi (100PS) - With Stop-Start",1499,Automatic,Diesel,74,2.2,2395,3165,Medium Van,52.3,60.1,56.5,5.4,4.7,5.0,129,6,False,False,True,3/31/2016 9:57:54 PM
6541,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.5 Duratorq TDCi (100PS) - With Stop-Start",1499,Manual,Diesel,74,2.2,2395,3195,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,6/23/2017 10:34:27 AM
6540,Ford,"All-New Transit Connect","240 Long Wheelbase - 1.5 Duratorq TDCi (100PS)",1499,Manual,Diesel,74,2.2,2395,3195,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/31/2016 9:53:14 PM
6494,Ford,"All-New Transit Connect","230 Long Wheelbase Double Cab in Van - 1.6 Duratorq TDCi",1560,Manual,Diesel,85,2.2,2270,3140,Medium Van,49.6,64.2,57.7,5.7,4.4,4.9,128,5,False,False,True,2/5/2016 12:50:20 PM
6546,Ford,"All-New Transit Connect","230 Long Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (120PS) - With Stop-Start",1499,Automatic,Diesel,88,2.2,2270,3050,Medium Van,50.4,58.9,55.4,5.6,4.8,5.1,133,6,False,False,True,4/4/2016 12:57:28 PM
6545,Ford,"All-New Transit Connect","230 Long Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (100PS) - with Stop-Start",1499,Automatic,Diesel,74,2.2,2270,3165,Medium Van,50.4,58.9,55.4,5.6,4.8,5.1,133,6,False,False,True,4/4/2016 12:54:33 PM
6871,Ford,"All-New Transit Connect","230 Long Wheelbase Double Cab in Van - 1.5 Duratorq (120PS) - With Stop-Start",1499,Manual,Diesel,88,2.2,2270,3050,Medium Van,53.3,62.8,58.9,5.3,4.5,4.8,125,6,False,False,True,1/17/2017 12:35:18 PM
6528,Ford,"All-New Transit Connect","220 Short Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (75PS) - with Stop-Start",1499,Manual,Diesel,55,1.8,2230,2930,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,1/17/2017 10:27:53 AM
6527,Ford,"All-New Transit Connect","220 Short Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (75PS)",1499,Manual,Diesel,55,1.8,2230,2930,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/29/2016 3:05:59 PM
6532,Ford,"All-New Transit Connect","220 Short Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (120PS) - With Stop-Start",1499,Automatic,Diesel,88,1.8,2220,3000,Medium Van,50.4,58.9,55.4,5.6,4.8,5.1,133,6,False,False,True,3/31/2016 9:22:23 PM
6531,Ford,"All-New Transit Connect","220 Short Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (100PS) - with Stop-Start",1499,Automatic,Diesel,74,1.8,2220,3165,Medium Van,50.4,58.9,55.4,5.6,4.8,5.1,133,6,False,False,True,3/29/2016 3:18:25 PM
6530,Ford,"All-New Transit Connect","220 Short Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (100PS) - with Stop-Start",1499,Manual,Diesel,74,1.8,2220,3180,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,6/22/2017 1:47:30 PM
6529,Ford,"All-New Transit Connect","220 Short Wheelbase Double Cab in Van - 1.5 Duratorq TDCi (100PS)",1499,Manual,Diesel,74,1.8,2220,3180,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/29/2016 3:12:10 PM
6522,Ford,"All-New Transit Connect","220 Short Wheelbase - 1.5 Duratorq TDCi (75PS) - with Stop-Start",1499,Manual,Diesel,55,1.8,2215,2915,Medium Van,62.8,68.9,65.7,4.5,4.1,4.3,111,6,False,False,True,3/29/2016 2:36:12 PM
6521,Ford,"All-New Transit Connect","220 Short Wheelbase - 1.5 Duratorq TDCi (75PS) ",1499,Manual,Diesel,55,1.8,2215,2915,Medium Van,54.3,65.7,61.4,5.2,4.3,4.6,120,6,False,False,True,3/29/2016 12:35:24 PM
6526,Ford,"All-New Transit Connect","220 Short Wheelbase - 1.5 Duratorq TDCi (120PS) - with Stop-Start",1499,Automatic,Diesel,88,1.8,2215,3165,Medium Van,52.3,60.1,56.5,5.4,4.7,5.0,129,6,False,False,True,3/29/2016 3:02:31 PM
6524,Ford,"All-New Transit Connect","220 Short Wheelbase - 1.5 Duratorq TDCi (100PS) with Stop-Start",1499,Manual,Diesel,74,1.8,2215,3165,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,6/22/2017 1:18:31 PM
6525,Ford,"All-New Transit Connect","220 Short Wheelbase - 1.5 Duratorq TDCi (100PS) - with Stop-Start",1499,Automatic,Diesel,74,1.8,2215,3165,Medium Van,52.3,60.1,56.5,5.4,4.7,5.0,129,6,False,False,True,3/29/2016 2:57:25 PM
6523,Ford,"All-New Transit Connect","220 Short Wheelbase - 1.5 Duratorq TDCi (100PS)",1499,Manual,Diesel,74,1.8,2215,3165,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/29/2016 2:46:40 PM
6488,Ford,"All-New Transit Connect","210 Long Wheelbase Transit Connect 1.5 Duratorq TDCi ECOnetic (100PS) - with Stop-Start",1499,Manual,Diesel,74,2.2,2125,0,Medium Van,61.4,67.3,64.2,4.6,4.2,4.4,113,6,False,False,True,6/22/2017 12:41:41 PM
6489,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi ECOnetic (100PS) - with Stop-Start - with 62 mph Limiter ",1499,Manual,Diesel,74,2.2,2125,0,Medium Van,61.4,72.4,68.9,4.6,3.9,4.1,107,6,False,False,True,6/22/2017 12:43:55 PM
6535,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi (75PS) - With Stop-Start",1499,Manual,Diesel,55,2.2,2125,2925,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,6/23/2017 9:53:37 AM
6534,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi (75PS)",1499,Manual,Diesel,55,2.2,2125,2925,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/31/2016 9:34:19 PM
6539,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi (120PS) - With Stop-Start",1499,Automatic,Diesel,88,2.2,2125,3165,Medium Van,52.3,60.1,56.5,5.4,4.7,5.0,129,6,False,False,True,3/31/2016 9:50:42 PM
6538,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi (120PS) - With Stop-Start",1499,Manual,Diesel,88,2.2,2135,2955,Medium Van,57.7,64.2,61.4,4.9,4.4,4.6,119,6,False,False,True,3/31/2016 9:47:11 PM
6537,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi (100PS) - With Stop-Start",1499,Manual,Diesel,74,2.2,2125,3175,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,6/23/2017 9:57:52 AM
6536,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.5 Duratorq TDCi (100PS)",1499,Manual,Diesel,74,2.2,2125,3175,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/31/2016 9:41:26 PM
6533,Ford,"All-New Transit Connect","210 Long Wheelbase - 1.0 EcoBoost (100PS) - With Stop-Start",998,Manual,Petrol,74,2.2,2085,2920,Medium Van,44.1,55.4,50.4,6.4,5.1,5.6,129,6,False,True,False,6/23/2017 9:46:45 AM
6486,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 TDCi (120PS) - with Stop-Start",1499,Automatic,Diesel,88,1.8,2040,2940,Medium Van,52.3,60.1,56.6,5.4,4.7,5.0,129,6,False,False,True,6/22/2017 12:25:01 PM
6516,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi ECOnetic (100PS) - with Stop-Start - with 62 mph Limiter",1499,Manual,Diesel,74,1.8,2015,0,Medium Van,62.8,76.3,72.4,4.5,3.7,3.9,103,6,False,False,True,6/22/2017 12:52:10 PM
6484,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi ECOnetic (100PS)  - With Stop-Start",1499,Manual,Diesel,74,1.8,2015,0,Medium Van,62.8,70.6,67.3,4.5,4.0,4.2,109,6,False,False,True,6/22/2017 12:16:16 PM
6515,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi (75PS) - with Stop-Start ",1499,Manual,Diesel,55,1.8,2005,2905,Medium Van,62.8,68.9,65.7,4.5,4.1,4.3,111,6,False,False,True,3/29/2016 11:10:08 AM
6514,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi (75PS)",1499,Manual,Diesel,55,1.8,2005,2905,Medium Van,54.3,65.7,61.4,5.2,4.3,4.6,120,6,False,False,True,3/29/2016 11:06:06 AM
6520,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi (120PS) - with Stop-Start",1499,Automatic,Diesel,88,1.8,2040,2940,Medium Van,52.3,60.1,56.5,5.4,4.7,5.0,129,6,False,False,True,3/29/2016 12:16:39 PM
6519,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi (120PS) - with Stop-Start",1499,Manual,Diesel,88,1.8,2005,2925,Medium Van,57.7,64.2,61.4,4.9,4.4,4.6,119,6,False,False,True,3/29/2016 11:47:59 AM
6518,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi (100PS) - with Stop-Start",1499,Manual,Diesel,74,1.8,2005,3155,Medium Van,58.9,65.7,64.2,4.8,4.3,4.4,115,6,False,False,True,6/22/2017 12:59:16 PM
6517,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.5 Duratorq TDCi (100PS)",1499,Manual,Diesel,74,1.8,2005,3155,Medium Van,52.3,64.2,58.9,5.4,4.4,4.8,124,6,False,False,True,3/29/2016 11:23:49 AM
6483,Ford,"All-New Transit Connect","200 Short Wheelbase - 1.0 EcoBoost (100PS) With Stop-Start",998,Manual,Petrol,74,1.8,1960,2880,Medium Van,44.1,55.4,50.4,6.4,5.1,5.6,129,6,False,True,False,6/22/2017 12:06:39 PM
5846,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel  (with Stop/Start)",2198,Manual,Diesel,92,4.2,4700,6000,Large Van,27.2,34.5,31.4,10.4,8.2,9.0,236,5,False,False,True,4/11/2014 2:25:02 PM
5848,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel  (with Stop/Start)",2198,Manual,Diesel,92,4.2,4700,7000,Large Van,27.2,34.5,31.4,10.4,8.2,9.0,236,5,False,False,True,4/11/2014 2:25:02 PM
5850,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel  (with Stop/Start)",2198,Manual,Diesel,114,4.2,4700,6000,Large Van,27.2,34.5,31.4,10.4,8.2,9.0,236,5,False,False,True,4/11/2014 2:25:02 PM
5852,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel  (with Stop/Start)",2198,Manual,Diesel,114,4.2,4700,7000,Large Van,27.2,34.5,31.4,10.4,8.2,9.0,236,5,False,False,True,4/11/2014 2:25:02 PM
5845,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,4.2,4700,6000,Large Van,25.2,34.5,30.4,11.2,8.2,9.3,244,5,False,False,True,4/11/2014 2:25:02 PM
5847,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,4.2,4700,7000,Large Van,25.2,34.5,30.4,11.2,8.2,9.3,244,5,False,False,True,4/11/2014 2:25:02 PM
5849,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,4.2,4700,6000,Large Van,25.2,34.5,30.4,11.2,8.2,9.3,244,5,False,False,True,4/11/2014 2:25:02 PM
5851,Ford,"All New Transit","470 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,4.2,4700,7000,Large Van,25.2,34.5,30.4,11.2,8.2,9.3,244,5,False,False,True,4/11/2014 2:25:02 PM
5844,Ford,"All New Transit","430 Long Wheelbase Extended Frame High Roof Van (RWD with DRW) - 2.2 TDCi Diesel HDT6 (with Stop/Start)",2198,Manual,Diesel,92,4.2,4300,5500,Large Van,31.0,40.9,36.7,9.1,6.9,7.7,202,6,False,False,True,4/11/2014 2:25:02 PM
5723,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel HDT6 (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,30.4,37.7,34.5,9.3,7.5,8.2,215,6,False,False,True,4/11/2014 2:25:01 PM
5724,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel HDT6 (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,30.4,37.7,34.5,9.3,7.5,8.2,215,6,False,False,True,4/11/2014 2:25:01 PM
5708,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,33.6,39.2,37.2,8.4,7.2,7.6,201,5,False,False,True,4/11/2014 2:25:01 PM
5710,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,33.6,39.2,37.2,8.4,7.2,7.6,201,5,False,False,True,4/11/2014 2:25:01 PM
5712,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,74,3.0,3500,5000,Large Van,32.1,38.7,35.8,8.8,7.3,7.9,208,5,False,False,True,4/11/2014 2:25:01 PM
5714,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,6000,Large Van,30.4,38.2,34.9,9.3,7.4,8.1,213,5,False,False,True,4/11/2014 2:25:01 PM
5716,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,6000,Large Van,30.4,38.2,34.9,9.3,7.4,8.1,213,5,False,False,True,4/11/2014 2:25:01 PM
5718,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,6300,Large Van,30.4,38.2,34.9,9.3,7.4,8.1,213,5,False,False,True,4/11/2014 2:25:01 PM
5720,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,6300,Large Van,30.4,38.2,34.9,9.3,7.4,8.1,213,5,False,False,True,4/11/2014 2:25:01 PM
5722,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,74,3.0,3500,5500,Large Van,28.8,36.7,33.2,9.8,7.7,8.5,224,5,False,False,True,4/11/2014 2:25:01 PM
5707,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,31.0,39.2,35.8,9.1,7.2,7.9,209,5,False,False,True,4/11/2014 2:25:01 PM
5709,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,31.0,39.2,35.8,9.1,7.2,7.9,209,5,False,False,True,4/11/2014 2:25:01 PM
5711,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,74,3.0,3500,5000,Large Van,29.1,38.7,34.5,9.7,7.3,8.2,216,5,False,False,True,4/11/2014 2:25:01 PM
5713,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,6000,Large Van,28.3,38.2,33.6,10.0,7.4,8.4,221,5,False,False,True,4/11/2014 2:25:01 PM
5715,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,3.0,3500,6000,Large Van,28.3,38.2,33.6,10.0,7.4,8.4,221,5,False,False,True,4/11/2014 2:25:01 PM
5717,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,6300,Large Van,28.3,38.2,33.6,10.0,7.4,8.4,221,5,False,False,True,4/11/2014 2:25:01 PM
5719,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,3.0,3500,6300,Large Van,28.3,38.2,33.6,10.0,7.4,8.4,221,5,False,False,True,4/11/2014 2:25:01 PM
5721,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,74,3.0,3500,5500,Large Van,26.7,36.7,32.1,10.6,7.7,8.8,232,5,False,False,True,4/11/2014 2:25:01 PM
5699,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel ECOnetic (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,4250,Large Van,38.7,43.5,41.5,7.3,6.5,6.8,177,5,False,False,True,4/11/2014 2:25:01 PM
5700,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel ECOnetic (with Stop/Start and fixed 62mph Speed Limiter)",2198,Manual,Diesel,92,3.0,3500,4250,Large Van,38.7,47.9,44.1,7.3,5.9,6.4,169,5,False,False,True,4/11/2014 2:25:01 PM
5694,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,74,3.0,3500,4250,Large Van,36.2,41.5,39.2,7.8,6.8,7.2,192,5,False,False,True,4/11/2014 2:25:01 PM
5696,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,5325,Large Van,36.2,41.5,39.2,7.8,6.8,7.2,192,5,False,False,True,4/11/2014 2:25:01 PM
5698,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,5325,Large Van,36.2,41.5,39.2,7.8,6.8,7.2,192,5,False,False,True,4/11/2014 2:25:01 PM
5693,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,74,3.0,3500,4250,Large Van,32.8,41.5,37.7,8.6,6.8,7.5,199,5,False,False,True,4/11/2014 2:25:01 PM
5695,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,5325,Large Van,32.8,41.5,37.7,8.6,6.8,7.5,199,5,False,False,True,4/11/2014 2:25:01 PM
5697,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (FWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,3.0,3500,5325,Large Van,32.8,41.5,37.7,8.6,6.8,7.5,199,5,False,False,True,4/11/2014 2:25:01 PM
5743,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (AWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,24.6,32.5,29.1,11.5,8.7,9.7,255,5,False,False,True,4/11/2014 2:25:01 PM
5744,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (AWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,24.6,32.5,29.1,11.5,8.7,9.7,255,5,False,False,True,4/11/2014 2:25:01 PM
6456,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (AWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,6000,Large Van,24.6,32.5,29.1,11.5,8.7,9.7,255,5,False,False,True,1/26/2015 9:52:06 AM
6457,Ford,"All New Transit","350 Medium Wheelbase Medium Roof Van (AWD) - 2.2 TDCi Diesel ",2198,Manual,Diesel,114,3.0,3500,6000,Large Van,24.6,32.5,29.1,11.5,8.7,9.7,255,5,False,False,True,1/26/2015 9:54:45 AM
5741,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel HDT6 (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,30.4,37.7,34.5,9.3,7.5,8.2,215,6,False,False,True,4/11/2014 2:25:01 PM
5742,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel HDT6 (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,30.4,37.7,34.5,9.3,7.5,8.2,215,6,False,False,True,4/11/2014 2:25:01 PM
5726,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,32.8,38.7,36.2,8.6,7.3,7.8,204,5,False,False,True,4/11/2014 2:25:01 PM
5728,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,32.8,38.7,36.2,8.6,7.3,7.8,204,5,False,False,True,4/11/2014 2:25:01 PM
5730,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,74,3.0,3500,5000,Large Van,31.7,38.2,35.3,8.9,7.4,8.0,210,5,False,False,True,4/11/2014 2:25:01 PM
5732,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,6000,Large Van,30.1,37.7,34.5,9.4,7.5,8.2,214,5,False,False,True,4/11/2014 2:25:01 PM
5734,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,6000,Large Van,30.1,37.7,34.5,9.4,7.5,8.2,214,5,False,False,True,4/11/2014 2:25:01 PM
5736,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,92,3.0,3500,6300,Large Van,30.1,37.7,34.5,9.4,7.5,8.2,214,5,False,False,True,4/11/2014 2:25:01 PM
5738,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,114,3.0,3500,6300,Large Van,30.1,37.7,34.5,9.4,7.5,8.2,214,5,False,False,True,4/11/2014 2:25:01 PM
5740,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel (with Stop/Start)",2198,Manual,Diesel,74,3.0,3500,5500,Large Van,28.5,36.2,32.8,9.9,7.8,8.6,226,5,False,False,True,4/11/2014 2:25:01 PM
5725,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,92,3.0,3500,5500,Large Van,31.0,39.2,35.8,9.1,7.2,7.9,209,5,False,False,True,4/11/2014 2:25:01 PM
5727,Ford,"All New Transit","350 Medium Wheelbase High Roof Van (RWD) - 2.2 TDCi Diesel",2198,Manual,Diesel,114,3.0,3500,5500,Large Van,31.0,39.2,35.8,9.1,7.2,7.9,209,5,False,False,True,4/11/2014 2:25:01 PM
